Document Number,Document Title,FSC,Preparing Activity,Date,Notice/ Date,Amendment/ Date,Interim Amendment/ Date
A-A-55563/26,"Holder, Electrical Card, Metal Card Guide, Open Ended, with",5998,CC,10-May-2006,,,
A-A-59383A,"Marking Media, Opaque (Porous and Non-Porous Surfaces)",7510,AR,16-Jul-2008,,,
A-A-59788,"Patrol Cap, Universal Camouflage Pattern",8415,CT,29-Jun-2006,"Notice: 1 21-Jun-2006",,
A-A-59560,"Post, Binding, Electrical (Insulated)",5940,GS2,23-Jun-2000,,,
A-A-59790,"Balancer, Vehicle Wheel (Electric)",4910,84,21-Jun-2006,"Notice: 1 13-Jul-2006",,
A-A-51140B,"Chucks, Drill, Key Type, Three-Jaw, Geared",3460,GS6,25-Sep-2000,,,
A-A-55563/25,"Holder, Electrical Card, Metal Card Guide, Open Ended, with",5998,CC,10-May-2006,,,
A-A-59777,Dry Filter Unit,6665,EA,7-Jul-2006,,,
A-A-59791,"T-Shirt, Moisture-Wicking, Army",8415,CT,28-Jun-2006,,,
A-A-59789/5,"Holders, Electrical Card, Wedge Retainers, 5 Piece, for Cold",5998,CC,19-Aug-2006,,,
A-A-59789/6,"Holders, Electrical card, Wedge Retainers, 5 Piece, for Cold",5998,CC,28-Aug-2006,"Notice: 1 21-Aug-2006",,
A-A-59400A,"Tester, Spring Resiliency (Push/Pull Force Gauge)",6635,GS1,14-Mar-2001,"Notice: 1 21-Aug-2006",,
A-A-59370,"Ammonium Hydroxide, Technical",6810,GS3,20-Jul-2000,,,
A-A-59792,"Truck, Lift, Telescoping Mast, Container Handler, Diesel-Eng",3930,84,2-Aug-2006,,,
A-A-20351,"Natural Butter Flavor Granules, Spray-Dried",8940,FV,20-Sep-2006,,,
A-A-20352,"Chicken Chuncks, White, Cooked, Canned or in Flecible Pouche",8905,SS,30-Oct-2006,"Notice: 1 11-Oct-2006",,
A-A-1243B,"Tape, Pressure-Sensitive, Adhesive, Double-Coated Vinyl, Car",7510,FSS,13-Jan-1999,,,
A-A-1249A,"Paper, Wrapping, Tissue",8135,AR,18-May-1993,,,
A-A-2748A,"Envelope, Translucent",7530,FSS,29-Jun-1992,,,
A-A-2766,Typing Element (Teletype and Facsimile Equipment),7510,FSS,30-Dec-1991,,,
A-A-20164C,"Nuts, Shelled, Roasted",8925,FV,27-Feb-2004,,,
A-A-20165C,"Potato-Based Mix, Pelletized, Dehydrated (for French Fried T",8915,SS,16-Jan-2003,,,
A-A-20170A,"Dessert Powder (Gelatin) and Gelatin, Plain, Edible",8940,FV,14-Jan-2003,,,
A-A-20172B,"Formulas, Infant",8940,FV,14-May-2002,,,
A-A-20173B,"Lettuce, Fresh, Ready-To-Use",8915,FV,27-Dec-2001,,,
A-A-20177D,Candy and Chocolate Confections,8925,SS,15-Sep-2006,,,
A-A-20178A,"Sugar Substitutes, Non-Carbohydrate",8940,GL,24-Feb-2005,,,
A-A-20181A,"Bakery Mixes, Prepared",8920,SS,16-Dec-1996,,,
A-A-20183B,"Tea, Instant",8955,SS,22-Nov-2004,,,
A-A-20184B,"Coffee, Soluble",8955,SS,31-Jul-2006,,,
A-A-20190A,"Onions, Green, Fresh, Ready-To-Use",8915,FV,29-Feb-1996,,,
A-A-20191B,"Carrots, Fresh, Ready-To-Use",8915,FV,12-Dec-2001,,,
A-A-20192A,"Radishes, Fresh, Ready-To-Use",8915,FV,29-Feb-1996,,,
A-A-20193A,"Onions, Dry, Ready-To-Use",8915,FV,29-Feb-1996,,,
A-A-20195C,Snack Foods,8940,SS,25-Feb-2004,,,
A-A-30018B,"Sock, Stump, Prosthetic",6515,OSS,27-Nov-1991,,,
A-A-51018,"Bottle, Urine Specimen & Cap, Snap On",6530,MB,10-Oct-1985,,,
A-A-51021A,Patient Utility Kit,6530,MB,19-Jan-1990,,,
A-A-51022,"Tray, Medicine",6530,MB,10-Oct-1985,,,
A-A-51023,"Protector, Denture Model, Foamed Plastic, Three-Piece",6520,MB,15-Oct-1985,,,
A-A-51027,"Brush, Fiber, Rotary Wheel (Dental)",6520,MB,14-Oct-1985,,,
A-A-51028,"Jar, Forceps",6530,MB,9-Dec-1985,,,
A-A-51029,"Mattress, Bed",7210,MB,10-Oct-1985,,,
A-A-51032,"Forcep, Casting Removing, Dental",6520,MB,16-Oct-1985,,,
A-A-51038B,Alprazolam Tablets,6505,MB,11-Jun-1987,,,
A-A-52124,"Repair Kit, Tape, Pressure Sensitive Adhesive (PSA)",7520,GL,31-Mar-1993,,,
A-A-52126,"Polisher, Portable, Electric",5130,GL,17-May-1993,"Notice: 1 27-Sep-2001",,
A-A-52127,"Pin, Net, Laundry, (5-Inch)",3510,IS,15-Jun-1993,,,
A-A-52128,"Shelving, Storage, Stationary and Mobile, Food Storage",7125,GL,16-Jun-1993,,,
A-A-52130,"Slotting Tool Commutator, Hand: and Slotter and Scraper, Com",5110,GL,27-Aug-1993,,,
A-A-52140A,"Bags, Sand, Acrylic",8105,IS,30-Sep-1999,,,
A-A-52141A,"Bags, Sand; Burlap And Cotton",8105,GL,26-May-1999,,,
A-A-52142,"Bags, Sand; Polypropylene",8105,GL,3-Jan-1994,,,
A-A-52151A,"Belt, Seat, Passenger Type, Automotive Commercial Vehicles",2540,AT,28-Jun-1996,"Notice: 1 19-Apr-2004",,
A-A-52152A,"Insulation Sleeving, Thermal, Tubular (Metric)",5640,AT,28-Jun-1996,"Notice: 1 17-Nov-2008",,
A-A-52155B,Engine Accessory Drive V-Belts,3030,AT,20-Sep-2002,,,
A-A-52162A,"Automobile, Hearse: Commercial",2310,AT,8-Jul-1996,,,
A-A-53805,"Electrode Set, Electrocardiograph",6515,MB,13-Jan-1989,,,
A-A-53807,"Regulator, Pressure, Medical Gas Administration Apparatus",6680,YD1,11-Jan-1989,,,
A-A-53808,"Drill, Twist, Bone",6515,MB,19-Jan-1989,,,
A-A-53809,"Pin, Bone Nail Guide (Kuntscher)",6515,MB,19-Jan-1989,,,
A-A-53810,"Cap, Screw, Bottle and Jar",6640,MB,1-Feb-1989,,,
A-A-53813,"Simulator, Arrhythmia, Electrocardiogram",6910,MB,31-Jan-1989,,,
A-A-53814,"Audiometer, Automatic, Portable",6515,MB,31-Jan-1989,,,
A-A-53815,Audiometer,6515,MB,31-Jan-1989,,,
A-A-53816,"Electrocardiograph, Single Channel",6515,MB,31-Jan-1989,,,
A-A-53817,"Dish, Biological Staining (With Tray)",6640,MB,1-Feb-1989,,,
A-A-53818,"Suction Apparatus, Dental",6520,MB,18-Dec-1990,,,
A-A-53819,Funnel (Entomological),6640,MB,6-Feb-1989,,,
A-A-53820,"Grid, Wire Gauze, Laboratory",6640,MB,6-Feb-1989,,,
A-A-53822,"Wire, Nonelectrical (Corrosion-Resisting Steel, Soft)",5935,MB,28-Feb-1989,,,
A-A-53823,"Bur, Dental, Finishing (Steel)",5935,MB,20-Feb-1989,,,
A-A-53824,"Curette, Bone (Scoville)",6515,MB,14-Feb-1989,,,
A-A-53825,"Forceps, Tooth Extracting, Dental",6520,MB,15-Jun-1989,,,
A-A-53825/1,"Forceps, Tooth Extracting, No 22",6520,MB,15-Jun-1989,,,
A-A-53825/2,"Forceps Tooth Extracting, No 222",6520,MB,15-Jun-1989,,,
A-A-53825/3,"Forceps, Tooth Extracting, No 13",6520,MB,15-Jun-1989,,,
A-A-53825/4,"Forceps, Tooth Extracting, No 150-As",6520,MB,15-Jun-1989,,,
A-A-53825/5,"Forceps, Tooth Extracting, No 17",6520,MB,15-Jun-1989,,,
A-A-53825/6,"Forceps, Tooth Extracting, No 151-As",6520,MB,15-Jun-1989,,,
A-A-53825/7,"Forceps, Tooth Extracting, No 210-S",6520,MB,15-Jun-1989,,,
A-A-53825/8,"Forceps, Tooth Extracting, No 53L",6520,MD,15-Jun-1989,,,
A-A-53825/9,"Forceps, Tooth Extracting, No 53R",6520,MB,15-Jun-1989,,,
A-A-53825/10,"Forceps, Tooth Extracting, No 65",6520,MB,15-Jun-1989,,,
A-A-54712,"Vacuum Pump, Rotary, Power Driven, Small",4310,MB,31-Jul-1992,,,
A-A-54713,"Stopcock, Surgical Syringe, Three Way, Ayer",6515,MB,14-Aug-1992,,,
A-A-54716,"Bag, Tube Feeding",6515,MB,10-Sep-1992,,,
A-A-54717,"Compressor and Oxygen Blender, Ventilator (Portable, Battery",6530,MB,10-Sep-1992,,,
A-A-54718,"Drape, Surgical",6530,MB,10-Aug-1992,,,
A-A-54719,"Nebulizer-Manifold Assembly, Inhalation Therapy Apparatus",6515,MB,10-Aug-1992,"Notice: 1 29-Oct-2008",,
A-A-54721,"Water Bath, Electric",6640,MB,3-Aug-1992,,,
A-A-54723,"Corrosion Test Strip, Copper, 3 by 1/2 Inch",6640,MB,10-Aug-1992,,,
A-A-54725,"Test Tube, Haematocrit Determination, Wintrobe, Disposable",6640,MB,10-Aug-1992,,,
A-A-54726,Wire Fabric (For Surgical Use),5335,MB,10-Aug-1992,,,
A-A-54727,"Disk, Color Standards, Anti-Icing Additive",6630,MB,10-Aug-1992,,,
A-A-54728,Propoxyphene Hydrochloride Capsules,6505,MB,18-Sep-1992,,,
A-A-54730,"Mumps Virus Vaccine, Live, USP",6505,MB,28-Aug-1992,,,
A-A-54731,"Paper, Bibulous and Lens 4 by 6 Inches, 12s",6640,MB,10-Aug-1992,,,
A-A-54732,"Forceps, Dressing (Dental)",6520,MB,30-Sep-1992,,,
A-A-54733,"Graduate Liquid, Laboratory, Plastic",6640,MB,11-Sep-1992,,,
A-A-54734,"Filter Unit, Contamination Analysis, Gravimetric",6630,MB,11-Sep-1992,,,
A-A-54735,"Sterilizer, Surgical Instrument and Dressing",6530,MB,10-Sep-1992,,,
A-A-54736,"Thermometer, Clinical, Human",6515,MB,23-Nov-1992,,,
A-A-58062,Closed Circuit Impact Crusher and Screening Plant,3820,84,15-Jun-1996,,,
A-A-58063,"High Speed Snow Broom, Mounted On A 44,500 Lbs GVW (Minimum)",3825,84,15-Jun-1996,,,
A-A-58064,"Resistor, Decade (0.01-111, 111.1 OHM)",6625,82,21-May-1996,,,
A-A-58065B,"Mounter-Demounter, Pneumatic Tire, Stationary",4910,84,26-Feb-2003,,,
A-A-58066,"Shaver, Rivet Head, Portable, Pneumatic",5130,84,27-Aug-1996,,,
A-A-58067A,"Truck, Lift, Fork, Diesel-Engine-Driven, Pneumatic-Tired, 15",3930,84,30-Nov-2007,,,
A-A-58068,"Truck, Lift, Fork, Electric, Sit Down, Solid Tires, 6,000 Po",3930,84,28-Jun-1996,,,
A-A-58069,"Truck, Lift, Fork, Electric, Order Selector, High Lift Ride",3930,84,28-Jun-1996,,,
A-A-58070,"Gage, Indicator Bore",5210,84,1-Jul-1996,,,
A-A-58071,"Test Set, Radio Frequency Power (50 Mhz to 26.5 Ghz)",6625,82,26-Jun-1996,,,
A-A-58072,"Test Set, Telephone",6625,82,26-Jun-1996,,,
A-A-58073,"Test Set, Ultrasonic",6635,82,31-Jul-1996,,,
A-A-58074,"Test Set, Ultrasonic, Bond",6635,82,31-Jul-1996,,,
A-A-58075,"Holder, Countersink, Adjustable Micrometer Stop",5133,84,2-Aug-1996,,,
A-A-58076,"Cutter, Countersinks",5133,84,2-Aug-1996,,,
A-A-58077,"X-Ray Apparatus Set, Radiographic, Industrial, Portable 160",6635,82,6-Aug-1996,,,
A-A-58080A,"Truck, Lift, Fork, Diesel-Engine-Driven, Pneumatic-Tired, 4,",3930,84,25-Dec-2004,,,
A-A-58081A,"Truck, Lift, Fork, Electric, Front/Side Loading, Sit-Down Op",3930,84,25-Dec-2004,,,
A-A-58082,"Truck, Lift, Fork, Diesel-Engine-Driven, Pneumatic-Tired, 8,",3930,84,18-Oct-1996,,,
A-A-58083A,"Truck, Lift, Fork, Diesel-Engine-Driven, Pneumatic-Tired, 4-",3930,84,8-Jan-2007,,,
A-A-58084,"Protector, Hearing",4240,84,20-Nov-1996,,,
A-A-58085,"Truck, Lift, Fork, Electric, Walkie Reach, 3,000 Pound Capac",3930,84,29-Nov-1996,,,
A-A-58086A,"Truck, Lift, Fork, Electric, Sit Down, Solid Tires, 3,000 Po",3930,84,25-Dec-2004,,,
A-A-58087A,"Truck, Lift, Fork, Electric, Narrow Aisle Reach, Stand-Up Op",3930,84,25-Dec-2004,,,
A-A-58089,"Comparator, Bench Type, Electronically Amplified",5220,84,10-Dec-1996,,,
A-A-58090A,"Generator, Signal, VOR/ILS",6625,84,23-Jan-2004,,,
A-A-58091B,"Trailer, Tank Mounted, Recoverable Aviation Turbine Fuel (Bo",2330,84,26-Jun-2003,,,
A-A-58092,"Tape, Antiseize, Polytetrafluorethylene",8030,84,7-Jan-1997,,,
A-A-59583B,"Bearing, Ball, Annular, Single Row, Radial, Non-Filling Slot",3110,GS4,23-Sep-2003,,,
A-A-59584B,"Bearing, Ball, Annular, Single Row, Radial, Non-Filling Slot",3110,GS4,23-Sep-2003,,,
A-A-59585B,"Bearing, Ball, Annular, Single Row, Radial, Non-Filling Slot",3110,GS4,23-Sep-2003,,,
A-A-59586B,"Bearing, Ball, Annular, Single Row, Radial, Non-Filling Slot",3110,GS4,23-Sep-2003,,,
A-A-59301A,"Sleeving, Textile, Braided, Synthetiv Polymer, -55 to +105 C",5970,GS2,5-Mar-2003,,,
A-A-59593,"Socks, Extreme Cold Weather",8440,CT,28-Aug-2000,,,
A-A-59544A,"Cable and Wire, Electrical (Power, Fixed Installation)",6145,CC,17-Nov-2008,"Notice: 1 6-Jun-2005",,
A-A-59592,"Can, Fuel, Military: 20-Liter Capacity",7240,AT,28-Aug-2000,,,"Int Amendment: 0 --"
A-A-20087C,Soy Sauce,8950,SS,28-Apr-2006,,,
A-A-59601D,"Drying Cleaning and Degreasing Solvent, PD680",6850,GS3,28-Feb-2007,,,
A-A-59605,"Pan Roasting, and Sheet Pan: Aluminum, With No-Stick Coated",7330,GL,19-Sep-2000,,,
A-A-59587B,"Bearing, Ball, Annular, Single Row, Radial, Filling Slot, Di",3110,GS4,15-Dec-2003,,,
A-A-59589B,"Bearing, Ball, Annular, Single Row, Radial, Filling Slot, Di",3110,GS4,15-Dec-2003,,,
A-A-59595B,"Bearing, Ball, Annular, Single Row, Radial, Non-Filling Slot",3110,GS4,15-Dec-2003,,,
A-A-59596B,"Baaring, Ball, Annular, Single Row, Radial, Non-Filling Slot",3110,GS4,15-Dec-2003,,,
A-A-59597B,"Bearing, Ball, Annular, Double Row, Radial, Internal Self-Al",3110,GS4,15-Dec-2003,,,
A-A-59598B,"Bearing, Ball, Annular, Double Row, Radial, Internal Self-Al",3110,GS4,15-Dec-2003,,,
A-A-59599B,"Bearing, Ball, Annular, Double Row, Radial, Internal Self-Al",3110,GS4,27-May-2004,,,
A-A-59600B,"Bearing, Ball, Annular, Double Row, Radial, Internal Self-Al",3110,GS4,27-May-2004,,,
A-A-55143/1C,"Relays, Electromagnetic, General Purpose, 10 Amperes, 1-3PDT",5945,CC,28-Feb-2006,"Notice: 3 31-Aug-2000",,
A-A-55563/27,"Holder, Electrical Card, Metal Card Guide, Closed Ended, wit",5998,CC,17-Oct-2006,,,
A-A-55563/28,"Holder, Electrical Card, Metal Card Guide, Closed Ended, wit",5998,CC,17-Oct-2006,,,
A-A-59789/7,"Holder, Electrical Card, Wedge Retainers, 5 Piece, for Cold",5998,CC,25-Oct-2006,,,
A-A-59789/8,"Holder, Electrical Card, Wedge Retainers, 5 Piece, for Cold",5998,CC,25-Oct-2006,"Notice: 1 1-Nov-2006",,
A-A-59794,"Gloves, Fire Fighter's, Structural",4210,SH,15-Nov-2006,,,
A-A-55563/29,"Holder, Electrical Card, Metal Card Guide, Narrow Profile, C",5998,CC,14-Nov-2006,,,
A-A-59789/9,"Holder, Electrical Card, Wedge Retainers, 5 Piece, for cold",5998,CC,11-Dec-2006,,,
A-A-59789/10,"Holder, Electrical Card, Wedge Retainers, 5 Piece, for Cold",5998,CC,11-Dec-2006,"Notice: 1 31-Jan-2007",,
A-A-55167B,"Filter, Radio Frequency Interference",5915,CC,17-Sep-2001,,,
A-A-59793A,"Pans, Stainless Steel, with No-Stick Coated Finish",7330,GL4,6-Feb-2007,,,
A-A-59795,"Truck, Lift, Fork, Container Handler, Diesel-Engine-Driven,",3930,84,21-Feb-2007,,,
A-A-59796,"Air Conditioners, Window, Wall Unit",4120,IS,7-May-2007,,,
A-A-59789/11,"Holder, Electrical Card, Wedge Retainers, 5 Piece, For Cold",5998,CC,4-May-2007,,,
A-A-59789/12,"Holder, Electrical Card, Wedge Retainers, 5 Piece, For Cold",5998,CC,4-May-2007,,,
A-A-55563/30,"Holder, Electrical Card, Metal Card Guide, Center Mounting,",5998,CC,9-Mar-2007,,,
A-A-59606,"Arm, Windshield Wiper: Blade, Windshield Wiper: and Blade",2540,CC,13-Jun-2007,"Notice: 1 12-Jun-2007",,
A-A-59731,"Tube Fittings, Blown Optical Fiber",6099,SH,26-Jun-2002,,,
A-A-59798,"Helmet, Damage Control/Fire Fighting",4240,SH,7-Jun-2007,,,
A-A-59797,"Hand Wash Station, Field",7360,GL4,16-Jul-2007,,,
A-A-1270,"Adhesive, Polyvinyl Acetate Emulsion, General Purpose",8040,FAS,16-Apr-1996,,,
A-A-1280B,"Sorbent, Oil (Roll, Sweep, Pad)",9330,IS,9-Mar-1995,"Notice: 2 8-Jul-2008",,
A-A-1281A,"Sorbent, Oil (Particulate)",9330,IS,31-Mar-1989,"Notice: 2 8-Jul-2008",,
A-A-1282A,"Sorbent, Oil (Enclosed)",9330,IS,31-Mar-1989,,,
A-A-1340A,"Wrench, Box, Stub End Type, Offset Handle",5120,FSS,12-Mar-2002,"Notice: 0 --",,
A-A-1341A,"Wrench, Box, Stub End Type, Straight Handle",5120,FSS,5-Feb-2002,,,
A-A-2787,"Enamel (Aerosol, Low VOC)",8010,FSS,26-Feb-1992,,,
A-A-2793,Cleaner-Disinfectant (Pine Type),6840,GS,6-Jul-1992,,,
A-A-2804A,"Paper, Bond and Writing; White and Colored",7530,FSS,28-Mar-1994,,,
A-A-2886B,"Paint, Traffic, Solvent Based",8010,FSS,19-Oct-2004,,,
A-A-30035C,Water Set (Plastic),7350,OSS,22-Jan-1993,,,
A-A-30041A,"Depressor, Tongue, Wood",6515,DM,27-Nov-1991,,,
A-A-30045A,"Bottle, Urine Specimen",6530,OSS,31-May-1991,,,
A-A-30046B,"Bag, Tube Feeding",6515,OSS,27-Nov-1991,,,
A-A-51052A,"Table, Overbed",6530,MB,30-May-1989,,,
A-A-51054,"Trimmer, Animal Toenail",6515,CR,9-Oct-1985,,,
A-A-51110A,"Flashlights, Eye Examining",6515,MB,23-Nov-1990,,,
A-A-51111,"Bandage, Gauze, (Fine Mesh)",6510,MB,26-Nov-1985,,,
A-A-51113,Pemoline Tablets,6505,MB,26-Nov-1985,,,
A-A-51115,"Tracheostomy Kit, Emergency, Sterile",6515,MB,15-Jan-1986,,,
A-A-51116,"Clamp, Test Tube",6640,MB,20-Nov-1985,,,
A-A-51117,"Pliers, Opticians', End Piece Gripping",6540,MB,12-Nov-1985,,,
A-A-51118,"Pliers, Opticians', Rivet and Shield Burnishing",6540,MB,8-Nov-1985,,,
A-A-51119,"Pliers, Opticians', Temple Angling",6540,MB,14-Nov-1985,,,
A-A-51120,"Pliers, Opticians', Lens and Aligning, 7-1/4 Inch",6540,MB,20-Nov-1985,,,
A-A-51121,"Pliers, Opticians', Chipping",6540,MB,22-Nov-1985,,,
A-A-51123B,"Vises, Machine Table Bench and Machine Table",3460,GS6,4-Dec-1996,"Notice: 2 18-Oct-1999",,
A-A-51126B,"Anodes, Cadmium",3426,GS6,27-May-1999,"Notice: 1 12-Jul-2006",,
A-A-51129C,"Mandrels, Machine, Solid",3460,GS,25-Sep-2000,,,
A-A-51130C,Cutter Bit Blanks and Cut-Off Blades,3455,GS6,26-Sep-2007,"Notice: 2 22-Mar-2007",,
A-A-51136D,"Tool Holder, Threading Tool Type, Lathe",3460,GS6,18-May-2006,"Notice: 1 27-Oct-1999",,
A-A-52163A,"Ladder, Vehicle-Boarding",2540,AT,29-May-1996,"Notice: 1 19-Apr-2004",,
A-A-52165A,"Motorcycles: 1000 and 1300 Cc, Commercial",2340,AT,17-Jun-1996,,,
A-A-52166A,"Snowmobiles: Gasoline Engine Driven, Commercial",2340,AT,28-Jun-1996,"Notice: 1 18-Nov-2008",,
A-A-52167A,"Fiber Metal, Sheet, Nickel Base, Unbacked",9515,AT,10-Apr-1998,,,
A-A-52168A,"Cable and Conduit Assembly, Parking Brake-Straight Type, But",2530,CS,23-Sep-1993,"Notice: 1 14-Apr-2004",,
A-A-52169B,"Insulation; Sound, Vibration, And Thermal",5640,AT,9-Feb-1995,"Notice: 1 18-Nov-2008",,
A-A-52469,"Cement, Thread, Rubber (Metric)",2640,AT,28-Jul-1993,,,
A-A-52470,"Filter, Fluid, Pressure and Filter Element, Fluid, Pressure-",2910,AT,5-Aug-1993,"Notice: 1 14-Apr-2004",,
A-A-52471D,"Extinguisher, Fire, CO2 2-1/2-Pound, With Bracket",4210,AT,22-Mar-1995,,,
A-A-52472,"Filter, Fluid, Pressure, Automotive Fuel (10 GPH FILTRATION)",2910,AT,31-Aug-1993,"Notice: 1 13-Apr-2004",,
A-A-52473,"Insulation, Floor-Mat, Thermal-Barrier",5640,AT,15-Sep-1993,,,
A-A-52474A,Electrocoating Primer,8010,AT,4-Dec-1996,,,
A-A-52475A,"Chock, Wheel",2540,CC,8-Oct-2003,,,
A-A-52476,"Pump, Priming, Hand-Driven, (Nonaircraft) Engine",2910,AT,20-Oct-1993,"Notice: 1 14-Apr-2004",,
A-A-52477,"Cable and Conduit Assembly, Parking Brake-Loop Type, Eye End",2530,AT,8-Jun-1994,,,
A-A-52478,"Kingpin, Fifth Wheel, 2 Inch",2510,AT,21-Oct-1993,,,
A-A-52479,"Kingpin, Fifth Wheel, 3-1/2 Inch",2510,AT,21-Oct-1993,"Notice: 1 18-Nov-2008",,
A-A-52480A,"Controller Assembly, Push-Pull",2990,AT,29-Jul-2002,"Notice: 1 17-Nov-2008",,
A-A-52481,"Gasket, Rubber, Synthetic",5330,AT,28-Oct-1993,,,
A-A-52482A,"Switch, Rotary: Stoplight, Vehicular, Mechanically Actuated,",5930,AT,5-Jul-1995,"Notice: 1 14-Apr-2004",,
A-A-52483,"Plate, Identification: Emergency And Service Automotive Air",9905,AT,4-Jan-1994,"Notice: 1 14-Apr-2004",,
A-A-52484A,"Coupler, Automotive Air Brake Line: Quick-Disconnect",4730,AT,6-Apr-1995,"Notice: 1 14-Apr-2004",,
A-A-52486,"Mount, Shipping Container, Resilient: Shock And Vibration Da",5340,AT,18-Jan-1994,"Notice: 1 14-Apr-2004",,
A-A-52487,"Insulation, Panel Noise-And Thermal-Barrier",5640,AT,24-Jan-1994,,,
A-A-52488,Spotlight: 24 Volt Direct Current,6220,AT,27-Jan-1994,,,
A-A-52489,"Gasket, Spark Plug: Nonaircraft",2940,AT,3-Mar-1994,"Notice: 1 16-Apr-2004",,
A-A-52490A,"Belts, V: Light-Duty Or Fractional-Horsepower",3030,AT,8-Dec-1995,"Notice: 1 14-Apr-2004",,
A-A-53825/11,"Forceps, Tooth Extracting, No 150",6520,MB,15-Jun-1989,,,
A-A-53825/12,"Forceps, Tooth Extracting, No 151",6520,MB,15-Jun-1989,,,
A-A-53870,"Tube, Centrifuge (Polyethylene, Conical Bottom, Graduated)",6640,MB,24-Mar-1989,,,
A-A-53871,"Test Tube (Screw Cap, Disposable)",6640,MB,24-Mar-1989,,,
A-A-53872,"Reader, Microhematocrit",6640,MB,24-Mar-1989,,,
A-A-53874,"Antivenin, Crotalidae, Polyvalent, USP",6505,MB,31-Mar-1989,,,
A-A-53879,"Amyl Nitrite Inhalant, USP",6505,MB,31-Mar-1989,"Notice: 2 7-Dec-2007",,
A-A-53880,"Alcohol, USP",6505,MB,31-Mar-1989,,,
A-A-53883,"Floss Waxed, Dental, Flavored, 50 Yards",6520,MB,19-Jun-1989,,,
A-A-53884A,"Gold Alloy, Casting, Dental",6520,MB,30-Sep-1992,,,
A-A-53885,"Spatula, Dental, Cement (No 324)",6520,MB,12-Jun-1989,,,
A-A-53886,"Phosphoric Acid Gel, Dental",6520,MB,19-Jun-1989,,,
A-A-53887,"Prop, Mouth, Dental, Styrofoam",6520,MB,12-Jun-1989,,,
A-A-53889A,"Flasks, Denture, Upper and Lower, Ejector Type",6515,MB,8-Jan-1993,,,
A-A-53890,"Pipet, Volumetric",6640,MB,7-Apr-1989,,,
A-A-53891,"Tool Kit, Optician",6540,MB,7-Apr-1989,,,
A-A-53892,"Stimulator, Facial Nerve",6515,MB,28-Apr-1989,,,
A-A-53893,"Power Supply (120 Volt, 50/60 Hz, AC)",6640,MB,14-Apr-1989,,,
A-A-53895,"Surgical Pack, Disposable",6530,MB,30-May-1989,,,
A-A-53896,"Chair, Sitz Bath",6530,MB,30-May-1989,,,
A-A-53897,"Jar, Surgical Dressing Aluminum",6530,MB,9-Mar-1990,,,
A-A-53898,"Calibrator, X-Ray Generator",6625,MB,28-Apr-1989,,,
A-A-54791,"Gloves, Surgeons', Latex Rubber, Pre-Powdered, Disposable, S",6505,MB,30-Jan-1993,"Notice: 1 29-Oct-2008",,
A-A-54793,"Boxes, Setup (Mailing, Dental)",8135,MB,8-Jan-1993,,,
A-A-54794,"Humidifier, Oxygen Diffuser type",6515,MB,15-Jan-1993,,,
A-A-54795,"Water Testing Kit, Bacteriological",6640,MB,11-Jan-1993,,,
A-A-54796,"Hydrometer, Graduated Scale (Specific Gravity Range 1.196 to",6630,MB,11-Jan-1993,,,
A-A-54799,"Soda Lime, NF",6145,MB,22-Jan-1993,,,
A-A-54800,"Cutter, Bone Pin, 18 Inch",6515,MB,16-Apr-1993,,,
A-A-54802,"Forceps, Hysterectomy, Slightly Curved, Parametrium",6515,MB,22-Jan-1993,,,
A-A-54803,"Influenza Virus Vaccine, USP",6505,MB,26-Feb-1993,,,
A-A-54804,"Box, Insect, Specimen",6640,MB,18-Jan-1993,,,
A-A-54805,"Forceps, Tissue, Tweezer Type",6515,MB,22-Jan-1993,,,
A-A-54806,"Tube, Saybolt Viscosimeter",6630,MB,25-Jan-1993,,,
A-A-54807,"Gloves, Surgeons', Brown-Milled Rubber, Pre-Powdered, Talc-F",6515,MB,12-Feb-1993,,,
A-A-54808,"Needle, Hypodermic, Spinal Puncture",6505,MB,12-Jan-1993,,,
A-A-54809,"Punch and Disk, Dental Rubber Dam",6520,MB,12-Jan-1993,,,
A-A-54812,"Syringe, Irrigating, Bulb-Type",6515,MB,12-Feb-1993,,,
A-A-54813,"Resin, Acrylic, Dental, Fibered, Denture Base Material",6520,MB,12-Feb-1993,,,
A-A-54814,"Mask, Oronasal, Plastic Disposable",6515,MB,12-Feb-1993,,,
A-A-54815,"Retractor, Nerve Root, Holsher",6515,MB,26-Feb-1993,,,
A-A-54817,"Scissors, Oral Surgical",6520,MB,12-Feb-1993,"Notice: 1 29-Oct-2008",,
A-A-54819,"Meperidine Hydrochloride Injection, USP",6505,MB,15-Feb-1993,,,
A-A-54820,"Cellulose, Oxidized, Regenerated, USP",6510,MB,16-Apr-1993,,,
A-A-58207,"Crossarms, Wood",5510,84,5-Jul-1994,,,
A-A-59000A,"Strainers, Sediment, Pipeline, Self-Cleaning (Manual or Auto",4730,SH,1-Apr-1997,,,
A-A-59001,"Batterboard, Synthetic",2040,SH,30-Mar-1995,,,
A-A-59002,"Loudspeaker, Shipboard Announcing System",6320,SH,31-May-1995,,,
A-A-59002/1,"Loudspeaker, Shipboard Announcing Systems Encased, 70.7 Volt",6320,SH,31-May-1995,,,
A-A-59002/2,"Loudspeaker, Shipboard Announcing Systems Encased, 70.7 Volt",6320,SH,31-May-1995,,,
