Document Number,Document Title,FSC,Preparing Activity,Date,Notice/ Date,Amendment/ Date,Interim Amendment/ Date
PPP-C-1266B,"Container, Thermal, Shipping, for Medical Material Requiring",8115,MB,30-Apr-1969,,,
PPP-C-1683A,"Cushioning Material, Expanded Polystyrene Loose-Fill Bulk (f",8135,69,5-Dec-1988,"Notice: 2
7-Sep-2005",,
PPP-C-1797A,"Cushioning Material, Resilient, Low Density, Unicellular, Po",8135,AS,1-Sep-1982,,,
W-F-1814/64B,"Fuses, Cartridge, High-Interrupting Capacity, Classes Rk1 an",5920,CC,12-Jan-2004,,,
W-C-596/40D,"Connector, Receptacle, Electrical, General Purpose, Duplex,",5935,CC,30-Aug-2000,,,
W-C-596/136A,"Connector, Receptacle, Electrical, Special Purpose, Single,",5935,CC,7-Dec-2001,"Notice: 1
12-Feb-2007","Amendment: 1
21-Feb-1975","Int Amendment: 2
12-Jan-1976"
W-S-896F,"Switches, Toggle (Toggle and Lock), Flush Mounted (General S",5930,CC,18-Apr-2001,,,
W-C-596/94B,"Connector, Receptacle, Electrical, Special Purpose, Single,",5935,CC,19-Oct-2001,"Notice: 1
6-Oct-2006",,
W-C-596/95B,"Connector, Plug, Electrical, Special Purpose, Grounding, Loc",5935,CC,24-Sep-2001,"Notice: 1
6-Oct-2006",,
W-C-596/96B,"Connector, Plug, Electrical, Special Purpose, Cable Outlet,",5935,CC,24-Sep-2001,"Notice: 1
6-Oct-2006",,
W-C-596/97B,"Connector, Receptacle, Electrical, Male Inlet, Special Purpo",5935,CC,7-Dec-2001,"Notice: 1
6-Oct-2006",,
W-C-596/98B,"Connector, Receptacle, Electrical, Special Purpose, Single,",5935,CC,19-Oct-2001,"Notice: 1
6-Oct-2006",,
W-C-596/99B,"Connector, Receptacle, Electrical, Special Purpose, Duplex,",5935,CC,19-Oct-2001,,,
W-C-596/100B,"Connector, Plug, Electrical, Special Purpose, Grounding, Loc",5935,CC,24-Sep-2001,"Notice: 1
11-Oct-2006",,
W-C-596/102C,"Connector, Receptacle, Electrical, Male Inlet, Special Purpo",5935,CC,7-Dec-2001,"Notice: 1
25-Oct-2006",,
W-C-596/103A,"Connectors, Receptacle, Electrical, Special Purpose, Single,",5935,CC,24-Sep-2001,"Notice: 1
25-Oct-2006",,
W-C-596/104B,"Connector, Plug, Electrical, Special Purpose, Grounding, 2",5935,CC,24-Sep-2001,"Notice: 1
25-Oct-2006",,
W-C-596/105B,"Connector, Plug, Electrical, Special Purpose, Cable Outlet,",5935,CC,24-Sep-2001,"Notice: 1
11-Oct-2006",,
W-C-596/106B,"Connector, Receptacle, Electrical, Male Inlet, Special Purpo",5935,ES,7-Dec-2001,"Notice: 1
16-Oct-2006",,
W-C-596/107A,"Connectors, Receptacle, Electrical, Special Purpose, Single",5935,CC,8-Aug-2001,"Notice: 1
16-Oct-2006",,
W-C-596/108B,"Connector, Plug, Electrical, Special Purpose, Grounding, 2",5935,CC,8-Aug-2001,"Notice: 1
16-Oct-2006",,
W-C-596/109B,"Connector, Plug, Electrical, Special Purpose, Cable Outlet,",5935,CC,8-Aug-2001,"Notice: 1
11-Oct-2006",,
W-C-596/110B,"Connector, Receptacle, Electrical, Male Inlet, Special Purpo",5935,CC,7-Dec-2001,"Notice: 1
16-Oct-2006",,
W-C-596/112A,"Connector, Receptacle, Electrical, Special Purpose, Duplex,",5935,CC,8-Aug-2001,"Notice: 1
16-Oct-2006",,
W-C-596/113B,"Connector, Plug, Electrical, Special Purpose, Grounding, Loc",5935,CC,8-Aug-2001,"Notice: 1
16-Oct-2006",,
W-C-596/114B,"Connector, Plug, Electrical, Special Purpose, Cable Outlet,",5935,CC,8-Aug-2001,"Notice: 1
11-Oct-2006",,
W-C-596/115C,"Connector, Receptacle, Electrical, Male Inlet, Special Purpo",5935,CC,7-Dec-2001,"Notice: 1
16-Oct-2006",,
W-C-596/116A,"Connectors, Receptacle, Electrical, Special Purpose, Single,",5935,CC,8-Aug-2001,"Notice: 1
16-Oct-2006",,
W-C-596/117A,"Connectors, Plug, Electrical, Special Purpose, Grounding,",5935,CC,8-Aug-2001,"Notice: 1
16-Oct-2006",,
W-C-596/118B,"Connector, Plug, Electrical, Special Purpose, Cable Outlet,",5935,CC,8-Aug-2001,"Notice: 1
11-Oct-2006",,
AA-R-20A,"Rack, Display, Book, (Wood)",7110,FSS,1-Jul-1959,,,
AA-R-0020B,"Rack, Display, Book, (Wood)",7110,FSS,7-Jan-1972,,,
AA-S-271D(1),"Shelving, Storage and Display, Steel, Interchangeable, Nut",7125,FSS,14-Apr-1967,,,
AA-S-683A,"Stands, Typewriter, Wood",7110,FSS,29-Aug-1952,,,
AA-S-00697B,"Stools, Step, Steel, Folding Steps",7105,FSS,9-Jun-1969,,,
OO-S-236D,"Saw, Circular, Table Type, Woodworking Single Tilting Arbor,",3220,IP,10-Feb-1989,"Notice: 1
29-Mar-1989","Amendment: 1
19-May-1977",
OO-S-256/1B,"Sewing Machines, Industrial; Flatbed, Single-Needle, Machine",3530,IS,10-Nov-1992,"Notice: 2
1-Nov-2006",,
OO-S-256/2A,"Sewing Machines, Industrial; Flatbed, Two-Needle, Machines",3530,IS,16-Nov-1978,"Notice: 2
1-Nov-2006",,
OO-S-256/3B,"Sewing Machines, Industrial; Cylinder Bed, Single-Needle, Ma",3530,IS,10-Nov-1992,"Notice: 2
1-Nov-2006",,
OO-S-256/4A,"Sewing Machines, Industrial; Post Bed, Single-Needle, Machin",3530,IS,16-Nov-1978,"Notice: 2
1-Nov-2006",,
OO-S-256/6A,"Sewing Machines, Industrial; Buttonhole, Straight, Barred En",3530,IS,16-Nov-1978,"Notice: 2
1-Nov-2006",,
OO-S-256/7A,"Sewing Machines, Industrial; Buttonholes, Eyelet End, Machin",3530,IS,16-Nov-1978,"Notice: 2
1-Nov-2006",,
OO-S-256/8A,"Sewing Machines, Industrial; Button Sewing Machine",3530,IS,16-Nov-1978,"Notice: 2
1-Nov-2006",,
OO-S-256/9A,"Sewing Machines, Industrial; Tacking Machine",3530,IS,16-Nov-1978,"Notice: 2
1-Nov-2006",,
ZZ-G-710B,"Rubber Gasket Material, 35 Durometer Hardness",5330,SH,5-Apr-1993,,,
ZZ-H-617C(1),"Hose, Rubber; Windshield Wiper (Inactive for New Design Afte",4720,CC,10-Apr-2002,,"Amendment: 4
20-Jul-1978",
ZZ-I-550E(4),"Inner Tube, Pneumatic Tire",2610,AT,30-Nov-1973,,,
PPP-C-2020A,"Chemicals, Liquid, Dry, and Paste: Packaging of -Notice 1 in",PACK,EA,27-Jun-1994,,,
PPP-D-705E,"Drum, Shipping and Storage, Steel, 16 and 30 Gallon Capacity",8110,IS,3-Jan-1994,,,
PPP-D-723J,"Drums, Fiber (Notice 1- Inactivation dated 2/26/2001",8110,GL,17-Jun-1988,,"Amendment: 1
30-Dec-1983",
PPP-D-729E(1),"Drums, Shipping and Storage, Steel, 55-Gallon (208 Liters)",8110,GL,22-Apr-1977,,,
RR-T-56,"Tableware: Steel (Chromium, Nickel, Silver, and Tin)-Plated",7350,GL,22-Aug-1941,,"Amendment: 1
19-Sep-1941","Int Amendment: 0
--"
W-C-596/184B,"Connector, Receptacle, Electrical, General Purpose, Single,",5935,CC,10-Aug-2006,"Notice: 2
30-Aug-2000",,
W-C-596/21C,"Connector, Plug, Electrical, Specific Purpose, Cable Outlet,",5935,CC,24-Jun-1983,,,
W-C-596/119B,"Connector, Receptacle, Electrical, Male Inlet, Special Purpo",5935,CC,7-Dec-2001,"Notice: 1
16-Oct-2006",,
W-C-596/120A,"Connectors, Receptacle, Electrical, Special Purpose, Single",5935,CC,8-Aug-2001,"Notice: 1
16-Oct-2006",,
W-C-596/121A,"Connectors, Plug, Electrical, Special Purpose, Grounding, 3",5935,CC,8-Aug-2001,"Notice: 1
16-Oct-2006",,
W-C-596/122B,"Connector, Plug, Electrical, Special Purpose, Cable Outlet,",5935,CC,8-Aug-2001,"Notice: 1
11-Oct-2006",,
W-C-596/123B,"Connector, Receptacle, Electrical, Male Inlet, General Purpo",5935,CC,7-Dec-2001,"Notice: 1
16-Oct-2006",,
W-C-596/124A,"Connectors, Receptacle, Electrical, Special Purpose, Single",5935,CC,8-Aug-2001,"Notice: 1
16-Oct-2006",,
W-C-596/125A,"Connectors, Plug, Electrical, Special Purpose, Grounding,",5935,CC,8-Aug-2001,"Notice: 1
24-Oct-2006",,
W-C-596/126B,"Connector, Plug, Electrical, Special Purpose, Cable Outlet,",5935,CC,8-Aug-2001,"Notice: 1
11-Oct-2006",,
W-C-596/127B,"Connector, Receptacle, Electrical, Male Inlet, General Purpo",5935,CC,7-Dec-2001,"Notice: 1
24-Oct-2006",,
W-C-596/128A,"Connectors, Receptacle, Electrical, Special Purpose, Single",5935,CC,8-Aug-2001,"Notice: 1
24-Oct-2006",,
W-C-596/129B,"Connector, Plug, Electrical, Special Purpose, Grounding, Lo",5935,CC,8-Aug-2001,"Notice: 1
24-Oct-2006",,
W-C-596/130B,"Connector, Plug, Electrical, Special Purpose, Cable Outlet,",5935,CC,8-Aug-2001,"Notice: 1
11-Oct-2006",,
W-C-596/131B,"Connector, Receptacle, Electrical, Male Inlet, General Purpo",5935,CC,7-Dec-2001,"Notice: 1
24-Oct-2006",,
W-C-596/132A,"Connectors, Receptacle, Electrical, Special Purpose, Single",5935,CC,8-Aug-2001,"Notice: 1
11-Oct-2006",,
W-C-596/133A,"Connector, Plug, Electrical, Special Purpose, Grounding, 4",5935,CC,7-Dec-2001,"Notice: 1
11-Oct-2006",,
W-C-596/134B,"Connector, Plug, Electrical, Special Purpose, Cable Outlet,",5935,CC,7-Dec-2001,"Notice: 1
11-Oct-2006",,
W-C-596/135B,"Connector, Receptacle, Electrical, Male Inlet, General Purpo",5935,CC,7-Dec-2001,"Notice: 1
11-Oct-2006",,
W-C-596/137A,"Connector, Plug, Electrical, Special Purpose, Grounding, 4",5935,CC,7-Dec-2001,"Notice: 1
11-Oct-2006",,
W-C-596/138C,"Connector, Plug, Electrical, Special Purpose, Cable Outlet,",5935,CC,7-Dec-2001,"Notice: 1
11-Oct-2006",,
W-C-596/196A,"Connector, Receptacle, Electrical, General Purpose, Single,",5935,CC,7-Dec-2001,,,
AA-S-700A,"Stools, Filing and General Purpose, Steel",7110,FSS,2-Aug-1991,,"Amendment: 2
26-Jul-1962",
AA-S-1048,"Shelving, Storage and Display, Steel, Clip Type",7125,FSS,10-Mar-1967,,,"Int Amendment: 2
12-Jun-1972"
AA-T-112,"Tables, Wood, General Office",7110,FSS,25-Jul-1955,,"Amendment: 1
16-Aug-1976",
AA-T-00112A(1),"Table, Wood, General Office",7110,FSS,11-Jul-1969,,,
DD-G-511F,"Glass Tubing, Round",9340,SH,15-Sep-1983,"Notice: 2
4-Jan-2008",,"Int Amendment: 1
23-Sep-1974"
OO-S-256/11B,"Sewing Machines, Industrial; Blind Stitch, Machines",3530,IS,25-May-1993,"Notice: 2
1-Nov-2006",,
OO-S-256/13D,"Sewing Machine, Industrial; Flatbed, Single Needle, 301 Stit",3530,IS,16-Dec-1992,"Notice: 2
1-Nov-2006",,
OO-S-256/14A,"Sewing Machine, Industrial; Flatbed, Single Needle, 308 Stit",3530,IS,13-Jun-1986,"Notice: 2
1-Nov-2006",,
OO-S-256/15A,"Sewing Machine, Industrial; Flatbed, Double Needle, 301 Stit",3530,IS,13-Jun-1986,"Notice: 2
1-Nov-2006",,
OO-S-256/16C,"Sewing Machine, Industrial; Darning, Cylinder Bed, Single Ne",3530,IS,15-Dec-1992,,,
OO-S-256J/GEN,"Sewing Machines, Industrial, General Specification For",3530,IS,3-May-2006,,,
OO-S-260A,"Sealing and Packaging Machine, Plastic Film",3540,GL,4-Apr-1978,,,
OO-S-811D(1),Surfacers (Planers) Woodworking,3220,IP,10-Feb-1989,,,
OO-S-870E,"Sweepers, Rotary, Self-Propelled, Industrial Type, Rider-Ope",3825,YD1,6-Jan-1984,,,
OO-S-873C,"Sweepers, Rotary, Self-Propelled, Vacuumized; 1.75 Cubic Yar",3825,YD1,23-Jan-1984,,,
BBB-S-1269B(2),Sweat Pants,8415,GL,28-Sep-1973,,"Amendment: 1
15-Jan-1974",
CCC-C-46D(2),"Cloth, Cleaning, Nonwoven Fabric-Noitce 1 is inactive for ne",7920,AS,30-Sep-1986,,,
CCC-C-426D,"Cloth, Drill, Cotton",8305,CT,12-Aug-1970,"Notice: 1
6-May-1999",,"Int Amendment: 1
31-Oct-1990"
CCC-C-429F,"Cloth, Osnaburg, Cotton- Notice 1- Inactiviation for New Des",8305,CT,18-Feb-1988,,,
CCC-C-430F,"Cloth, Sheeting, Cotton, and Polyester and Cotton",8305,GL,1-Mar-1984,,,
CCC-C-436E,"Cloth, Ticking Twill, Cotton",8305,GL,14-Feb-1986,"Notice: 1
12-Nov-1987",,
CCC-C-440E,"Cloth, Cheesecloth, Cotton, Bleached and Unbleached",8305,CT,15-Jun-1976,"Notice: 2
11-Apr-2002",,
CCC-C-441C,"Cloth, Corduroy, Cotton-Notice 1- Inactivation for New Desig",8305,CT,29-Sep-1969,,,
O-W-221C,"Wetting Agent, Liquid, Photographic Grade-Noitce 1 is inacti",6750,AS,11-May-1976,"Notice: 1
19-Apr-2001","Amendment: 1
15-Sep-1999","Int Amendment: 0
--"
P-C-444B(1),"Cleaning Compound, Solvent Soluble, Grease Emulsifying-Notic",6850,AS,26-May-1983,"Notice: 2
28-Oct-2005","Amendment: 3
15-Jul-1999","Int Amendment: 0
--"
P-P-560B(3),"Polish, Plastic-Notice 1 is inactive for new design -Notice",7930,AS,2-Jun-1981,"Notice: 2
14-Feb-2005",,
MMM-A-132B,"Adhesives, Heat Resistant, Airframe Structural, Metal To-Met",8040,AS,1-Apr-1994,"Notice: 2
19-Apr-2001","Amendment: 2
2-Jun-1981",
VV-P-236A(2),"Petrolatum, Technical-Notice 2 is inactive for new design",9150,AS,29-Dec-1977,"Notice: 3
20-Feb-2008",,
VV-D-1078B,"Damping Fluid, Silicone Base (Dimethyl Polysiloxane)",9150,AS,9-Dec-1983,"Notice: 0
--",,
W-C-375/1B,"Circuit Breakers, Molded Case, Branch Circuit and Service, T",5925,CC,4-Aug-2004,"Notice: 0
--",,
W-C-375/18B,"Circuit Breakers, Molded Case, Branch Circuit and Service, T",5925,CC,4-Aug-2004,"Notice: 0
--",,"Int Amendment: 0
--"
W-F-1814/3B,"Fuse, Cartridge, High Interrupting Capacity, Class G (Curren",5920,CC,24-Jun-2004,,,
QQ-A-430C(1),Aluminum Alloy Rod and Wire; for Rivets and Cold Heading-Not,9525,AS,14-Dec-1984,,,
W-C-596/200A,"Connector, Receptacle, Electrical, General Purpose, Single,",5935,CC,7-Dec-2001,,,
W-C-596/212A,"Connector, Receptacle, Electrical, General Purpose, Duplex,",5935,CC,7-Dec-2001,,"Amendment: 2
3-Oct-2001","Int Amendment: 0
--"
W-C-596G/GEN(2),"Connector, Electrical, Power General Specification for",5935,CC,28-Apr-1995,"Notice: 1
26-Feb-2008",,
OO-S-2927,"Spray Outfits, Paint, Portable - Notice 1 Inactivation for N",4940,CC,30-Jun-1997,"Notice: 1
14-Dec-1966",,
OO-T-1719A,"Tying Machines, Bundle, Industrial",3540,GL,31-Jul-1975,,"Amendment: 2
13-Mar-1975",
OO-T-1848(2),"Tunnel, Finishing, Garment, Steam Electric",3510,IS,30-Jan-1974,,,
OO-W-2803,"Winches, Drum, Hand-Operated, Safety Type, For Pontoon Barge",3950,CC,23-Nov-1992,,"Amendment: 1
5-Nov-1993",
QQ-A-1876,Aluminum Foil,9535,MR,29-Jul-1974,,,
CCC-C-461C(1),"Cloth, Twill, Uniform Cotton",8305,GL,12-May-1972,,,
CCC-C-467C,"Cloth, Burlap, Jute (or Kenaf)",8305,CT,8-Feb-1972,"Notice: 1
9-Jan-2004",,
DDD-C-628F,"Cover, Mattress",7210,GL,30-Oct-1981,,,
W-C-596/111A,"Connector, Receptacle, Electrical, Special Purpose, Single,",5935,CC,8-Aug-2001,"Notice: 2
23-Oct-2006",,
FF-S-88B(1),"Screw, Eye",5305,AR,29-Jun-1977,,,
FF-S-92B(1),"Screw, Machine, Slotted, Cross Recessed or Hexagon Head",5305,AR,27-Aug-1974,,,
FF-S-111D(1),"Screw, Wood - Notice 1 inactive for new design",5305,IS,27-Aug-1974,,"Amendment: 1
10-Jun-2005","Int Amendment: 0
--"
FF-S-200B(1),"Setscrews: Hexagon Socket and Spline Socket, Headless",5305,IS,17-Aug-2004,"Notice: 1
15-Dec-2000","Amendment: 1
14-Dec-1994",
FF-S-210B(1),Setscrews: Square Head (Inch) and Slotted Headless (Inch and,5305,IS,16-Jul-1981,,,
FF-S-611A,"Spikes, Track, Square Shank",2250,AR,26-Jun-1972,,,
FF-S-1362,"Stud, Plain, General Purpose",5307,AR,18-May-1970,,"Amendment: 1
2-Aug-2004","Int Amendment: 0
--"
FF-S-2738A(1),"Seals, Antipilferage",5340,IS,30-Mar-1999,"Notice: 1
13-Apr-2006",,
FF-S-2874,"Slings, Multiple Leg, Vehicle (Shipboard Loading)",3940,MT,16-Dec-1997,,,
QQ-B-639B(1),"Brass, Naval: Flat Products (Plate, Bar, Sheet, and Strip",9530,MR,18-Oct-1973,,,
QQ-B-654A(1),"Brazing Alloys, Silver",3439,SH,5-Sep-1980,,,
QQ-C-40(2),Calking: Lead Wool and Lead Pig,5330,SH,15-Apr-1963,,,
QQ-C-450A(2),"Copper-Aluminum Alloy (Aluminum Bronze) Plate, Sheet, Strip,",9530,SH,17-Sep-1974,,,
QQ-L-171E,Lead Pig,9650,SH,10-Oct-1966,,"Amendment: 2
17-Nov-1970",
QQ-L-201F(2),Lead Sheet,9535,SH,29-Nov-1965,,,
DDD-F-416F,"Flag, National, United States of America and Flag, Union Jac",8345,IH,31-Mar-2005,,,
DDD-I-00520A,"Insignia, Uniform, GSA",8455,CT,28-Dec-1967,,"Amendment: 1
13-Feb-1973",
XX-C-2816,"Compressor, Air, Reciprocating Or Rotary, Electric Motor Dri",4310,CC,9-Aug-1993,,,
W-L-101/1A,"Lamp, Incandescent 100 Watt, 120 Volts, A-19 Bulb, Inside Fr",6240,AS,17-Nov-1977,,,
W-L-101/2A,"Lamp, Incandescent 100 Watt, 125 Volts, A-19 Bulb, Inside Fr",6240,AS,17-Nov-1977,,,
W-L-101/3A,"Lamp, Incandescent 100 Watt, 130 Volts, A-19 Bulb, Inside Fr",6240,AS,17-Nov-1977,,,
W-L-101/4A,"Lamp, Incandescent 60 Watt, 120 Volts, A-19 Bulb, Inside Fro",6240,AS,17-Nov-1977,,,
W-L-101/5A,"Lamp, Incandescent 60 Watt, 125 Volts, A-19 Bulb, Inside Fro",6240,AS,17-Nov-1977,,,
W-L-101/6A,"Lamp, Incandescent 60 Watt, 130 Volts, A-19 Bulb, Inside Fro",6240,AS,18-Nov-1977,,,
W-L-101/7A,"Lamp, Incandescent 75 Watt, 120 Volts, A-19 Bulb, Inside Fro",6240,AS,18-Nov-1977,,,
W-L-101/8A,"Lamp, Incandescent 75 Watt, 125 Volts, A-19 Bulb, Inside Fro",6240,AS,18-Nov-1977,,,
W-L-101/9A,"Lamp, Incandescent 75 Watt, 130 Volts, A-19 Bulb, Inside Fro",6240,AS,18-Nov-1977,,,
FF-T-276B(1),"Thimbles, Rope",4030,GS,5-Apr-1967,"Notice: 1
24-Jun-1994",,
FF-T-305C,Thumbscrew,5305,AR,8-May-1974,,,
FF-W-84A(4),"Washers, Lock (Spring)- Notice 1 dated 12/15/2000- Inactivat",5310,IS,17-Apr-1967,"Notice: 1
21-Nov-2000","Amendment: 1
16-May-2003","Int Amendment: 0
--"
FF-W-92B(1),"Washer, Flat (Plain)- Notice 1 Inactive for new design.",5310,IS,9-May-1974,,,
FF-W-00253A,"Wheel, Abrasive, Impregnated Rubber, Pumice",6520,MB,15-Aug-1988,,,
QQ-N-35,"Naval Brass, Rods, Bars, Wire, Shapes and Forgings and Flat",9540,MR,23-Oct-1957,,"Amendment: 2
23-Oct-1985",
QQ-N-281D(2),"Nickel-Copper Alloy Bar, Rod, Plate, Sheet, Strip, Wire; For",9535,SH,26-Aug-1974,"Notice: 0
--",,"Int Amendment: 0
--"
QQ-N-286G,"Nickel-Copper-Aluminum Alloy, Wrought (UNS N05500)",9535,SH,7-Dec-2000,,,
QQ-T-201F,"Terneplate, for Roofing and Roofing Products",9515,MR,12-Nov-1986,,,
DDD-P-52,"Pad, Cloth, Copper-Sulfate Impregnated",6510,MS,22-Dec-1959,,"Amendment: 1
6-Jun-1958",
GGG-B-461A,"Blocks, Step, Machinists'",5220,AR,17-Aug-1966,,,
GGG-B-490F,"Blocks, Tackle (Manila and Nylon Rope)",3940,CR,13-Apr-1992,,,
GGG-B-500C,"Block, Tackle (Wire Rope)",3940,CR,11-Oct-1983,,"Amendment: 2
6-May-1964",
ZZ-T-410F,"Tire, Pneumatic, Industrial (Inactive dated 9/25/98)",2610,AT,1-Jan-1991,"Notice: 1
25-Sep-1998",,
ZZ-T-1619C,"Tires, Pneumatic, Agricultural (Inactive dated 9/25/98)",2610,AT,30-May-1991,"Notice: 1
3-Dec-1998","Amendment: 3
17-Apr-1973",
T-R-605B(3),"Rope, Manila and Sisal (Inactive 12/03/98)",4020,IS,13-Dec-1963,,,
W-C-596/68C,"Connector, Receptacle, Electrical, General Purpose, Single,",5935,CC,24-Sep-2001,"Notice: 1
6-Oct-2006",,
O-S-635E,"Sodium Polyphosphates, Technical (Inactive for New Design af",6810,GS3,20-Sep-2007,,,
C-T-91C,"Tallow, Inedible",9160,GL,18-Nov-1968,,"Amendment: 1
1-Aug-1957",
W-L-101/10A,"Lamp, Incandescent 150 Watt, 120 Volts, A-23 Bulb, Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/11A,"Lamp, Incandescent 150 Watt, 125 Volts, A-23 Bulb, Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/12A,"Lamp, Incandescent 150 Watt, 130 Volts, A-23 Bulb, Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/13B,"Lamp, Incandescent 100 Watt, 120 Volts, A-21 Bulb, Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/14B,"Lamp, Incandescent 100 Watt, 125 Volts, A-21 Bulb, Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/15B,"Lamp, Incandescent 100 Watt, 130 Volts, A-21 Bulb, Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/16A,"Lamp, Incandescent 200 Watt, 120 Volts, A-23 Bulb, Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/17A,"Lamp, Incandescent 200 Watt, 125 Volts, A-23 Bulb, Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/18A,"Lamp, Incandescent 200 Watt, 130 Volts, A-23 Bulb, Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/19A,"Lamp, Incandescent 300 Watt, 120 Volts, Ps-35 Bulb, Inside",6240,AS,18-Nov-1977,,,
W-L-101/20A,"Lamp, Incandescent 300 Watt, 125 Volts, Ps-35 Bulb, Inside",6240,AS,18-Nov-1977,,,
W-L-101/21A,"Lamp, Incandescent 300 Watt, 130 Volts, Ps-35 Bulb, Inside",6240,AS,18-Nov-1977,,,
W-L-101/22B,"Lamp, Incandescent 40 Watt, 120 Volts, A-19 Bulb, Inside Fro",6240,AS,18-Nov-1977,,,
W-L-101/24B,"Lamp, Incandescent 40 Watt, 130 Volts, A-19 Bulb, Inside Fro",6240,AS,18-Nov-1977,,,
W-L-101/25B,"Lamp, Incandescent 200 Watt, 120 Volts, Ps-30 Bulb, Inside",6240,AS,18-Nov-1977,,,
W-L-101/26B,"Lamp, Incandescent 200 Watt, 125 Volts, Ps-30 Bulb, Inside",6240,AS,18-Nov-1977,,,
W-L-101/27B,"Lamp, Incandescent 200 Watt, 130 Volts, Ps-30 Bulb, Inside",6240,AS,18-Nov-1977,,,
W-L-101/28A,"Lamp, Incandescent 150 Watt, 120 Volts, Ps-25 Bulb, Inside",6240,AS,18-Nov-1977,,,
W-L-101/29A,"Lamp, Incandescent 150 Watt, 125 Volts, Ps-25 Bulb, Inside",6240,AS,18-Nov-1977,,,
W-L-101/30A,"Lamp, Incandescent 150 Watt, 130 Volts, Ps-25 Bulb, Inside",6240,AS,18-Nov-1977,,,
W-L-101/31B,"Lamp, Incandescent 25 Watt, 120 Volts, A-19 Bulb, Inside Fro",6240,AS,18-Nov-1977,,,
W-L-101/33B,"Lamp, Incandescent 25 Watt, 130 Volts, A-19 Bulb, Inside Fro",6240,AS,18-Nov-1977,,,
W-L-101/34A,"Lamp, Incandescent 1000 Watt, 120 Volts, Ps-52 Bulb Clear Mo",6240,AS,18-Nov-1977,,,
W-L-101/35A,"Lamp, Incandescent 1000 Watt, 125 Volts, Ps-52 Bulb Clear Mo",6240,AS,18-Nov-1977,,,
W-L-101/36A,"Lamp, Incandescent 500 Watt, 120 Volts, Ps-40 Bulb Clear Mog",6240,AS,1-Dec-1977,,,
W-L-101/37B,"Lamp, Incandescent 15 Watt, 120 Volts, A-15 Bulb, Inside Fro",6240,AS,18-Nov-1977,,,
GG-B-686B,"Broach, Root Canal, Dental",6520,DM,13-Aug-1957,,,
GG-B-00686D,"Broaches, Pulp Canal, Barbed, Dental",6520,DM,7-Jun-1973,,,
GG-E-1161,"Elevators, Dental, Surgical",6520,DM,26-Apr-1967,,,
RR-T-650E,"Treads, Metallic and Nonmetallic Skid Resistant",5670,IS,25-Feb-1994,,,
RR-W-410F,Wire Rope and Strand,4010,GS5,6-Dec-2007,,,
SS-C-153C,"Cement, Bituminous, Plastic",5610,YD1,13-Dec-1974,,"Amendment: 2
11-Jan-1979",
GGG-C-475B,"Clippers, Hair, Hand",3590,IS,23-Oct-1973,"Notice: 1
25-Apr-1996","Amendment: 1
17-Jul-1969",
GGG-C-520B(1),"Cloth and Disks, Abrasive, Open Mesh, Waterproof",5350,84,3-Aug-1967,"Notice: 3
16-Aug-1993",,
W-C-596/144C,"Connector, Receptacle, Electrical, Male Inlet, General Purpo",5935,CC,7-Dec-2001,,"Amendment: 3
20-Apr-2007","Int Amendment: 2
10-Dec-2001"
AA-F-358H(1),"Filing Cabinet, Legal and Letter Size, Uninsulated, Security",7110,FAS,18-May-2000,,,
D-P-355A(1),"Pistol, Caliber .45 Automatic: M1911A1-Notice 2 dated Inacti",1005,AR,16-Sep-1964,"Notice: 3
12-Dec-1995",,
D-R-1187/1,"Revolver, Caliber .38 Special, Double Action, 5 Shot and 6",MISC,AR,28-Jun-1974,"Notice: 3
12-Dec-1995",,
W-L-101/38B,"Lamp, Incandescent 15 Watt, 130 Volts, A-15 Bulb, Inside Fro",6240,AS,18-Nov-1977,,,
W-L-101/39A,"Lamp, Incandescent 750 Watt, 120 Volts, Ps-52 Bulb, Clear Mo",6240,AS,18-Nov-1977,,,
W-L-101/40A,"Lamp, Incandescent 750 Watt, 125 Volts, Ps-52 Bulb Clear Mog",6240,AS,18-Nov-1977,,,
W-L-101/41A,"Lamp, Incandescent 750 Watt, 120 Volts, Ps-52 Bulb Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/42A,"Lamp, Incandescent 300 Watt, 120 Volts, Ps-30 Bulb Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/43A,"Lamp, Incandescent 300 Watt, 125 Volts, Ps-30 Bulb Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/44A,"Lamp, Incandescent 300 Watt, 130 Volts, Ps-30 Bulb Inside Fr",6240,AS,18-Nov-1977,,,
W-L-101/45A,"Lamp, Incandescent 1500 Watt, 120 Volts, Ps-52 Bulb Inside",6240,AS,18-Nov-1977,,,
